# Value of energy0.111376
# number of periods40
# number of steps40
27.765 -0.844553 -0.0926104
27.7667 -0.844284 -0.0940501
27.7683 -0.844011 -0.0954893
27.77 -0.843735 -0.0969281
27.7717 -0.843455 -0.0983664
27.7733 -0.843171 -0.0998042
27.775 -0.842883 -0.101241
27.7767 -0.842592 -0.102678
27.7783 -0.842297 -0.104115
27.78 -0.841998 -0.10555
27.7817 -0.841696 -0.106985
27.7833 -0.84139 -0.10842
27.785 -0.84108 -0.109854
27.7867 -0.840766 -0.111288
27.7883 -0.840449 -0.112721
27.79 -0.840128 -0.114154
27.7917 -0.839803 -0.115585
27.7933 -0.839475 -0.117017
27.795 -0.839143 -0.118448
27.7967 -0.838807 -0.119878
27.7983 -0.838467 -0.121307
27.8 -0.838124 -0.122736
27.8017 -0.837777 -0.124165
27.8033 -0.837426 -0.125593
27.805 -0.837071 -0.12702
27.8067 -0.836713 -0.128446
27.8083 -0.836351 -0.129872
27.81 -0.835986 -0.131298
27.8117 -0.835616 -0.132722
27.8133 -0.835243 -0.134146
27.815 -0.834867 -0.13557
27.8167 -0.834486 -0.136992
27.8183 -0.834102 -0.138414
27.82 -0.833714 -0.139836
27.8217 -0.833322 -0.141256
27.8233 -0.832927 -0.142676
27.825 -0.832528 -0.144096
27.8267 -0.832125 -0.145514
27.8283 -0.831719 -0.146932
27.83 -0.831308 -0.148349
27.8317 -0.830894 -0.149766
27.8333 -0.830477 -0.151181
27.835 -0.830055 -0.152596
27.8367 -0.82963 -0.154011
27.8383 -0.829201 -0.155424
27.84 -0.828769 -0.156837
27.8417 -0.828332 -0.158249
27.8433 -0.827892 -0.15966
27.845 -0.827449 -0.16107
27.8467 -0.827001 -0.16248
27.8483 -0.82655 -0.163889
27.85 -0.826095 -0.165297
27.8517 -0.825637 -0.166704
27.8533 -0.825174 -0.168111
27.855 -0.824708 -0.169516
27.8567 -0.824238 -0.170921
27.8583 -0.823765 -0.172325
27.86 -0.823288 -0.173728
27.8617 -0.822807 -0.17513
27.8633 -0.822322 -0.176532
27.865 -0.821834 -0.177932
27.8667 -0.821342 -0.179332
27.8683 -0.820846 -0.180731
27.87 -0.820346 -0.182129
27.8717 -0.819843 -0.183526
27.8733 -0.819336 -0.184922
27.875 -0.818825 -0.186317
27.8767 -0.818311 -0.187712
27.8783 -0.817793 -0.189105
27.88 -0.817271 -0.190498
27.8817 -0.816745 -0.191889
27.8833 -0.816216 -0.19328
27.885 -0.815683 -0.19467
27.8867 -0.815146 -0.196059
27.8883 -0.814606 -0.197446
27.89 -0.814062 -0.198833
27.8917 -0.813514 -0.200219
27.8933 -0.812962 -0.201604
27.895 -0.812407 -0.202988
27.8967 -0.811848 -0.204371
27.8983 -0.811285 -0.205753
27.9 -0.810718 -0.207134
27.9017 -0.810148 -0.208514
27.9033 -0.809574 -0.209893
27.905 -0.808996 -0.211271
27.9067 -0.808415 -0.212648
27.9083 -0.80783 -0.214024
27.91 -0.807241 -0.215399
27.9117 -0.806648 -0.216772
27.9133 -0.806052 -0.218145
27.915 -0.805452 -0.219517
27.9167 -0.804848 -0.220887
27.9183 -0.804241 -0.222257
27.92 -0.803629 -0.223625
27.9217 -0.803014 -0.224992
27.9233 -0.802396 -0.226359
27.925 -0.801773 -0.227724
27.9267 -0.801147 -0.229088
27.9283 -0.800517 -0.230451
27.93 -0.799884 -0.231812
27.9317 -0.799247 -0.233173
27.9333 -0.798606 -0.234532
27.935 -0.797961 -0.235891
27.9367 -0.797312 -0.237248
27.9383 -0.79666 -0.238604
27.94 -0.796004 -0.239959
27.9417 -0.795345 -0.241312
27.9433 -0.794681 -0.242665
27.945 -0.794014 -0.244016
27.9467 -0.793344 -0.245366
27.9483 -0.792669 -0.246715
27.95 -0.791991 -0.248062
27.9517 -0.791309 -0.249409
27.9533 -0.790623 -0.250754
27.955 -0.789934 -0.252098
27.9567 -0.789241 -0.25344
27.9583 -0.788544 -0.254782
27.96 -0.787843 -0.256122
27.9617 -0.787139 -0.257461
27.9633 -0.786431 -0.258799
27.965 -0.785719 -0.260135
27.9667 -0.785004 -0.26147
27.9683 -0.784284 -0.262804
27.97 -0.783561 -0.264136
27.9717 -0.782835 -0.265467
27.9733 -0.782104 -0.266797
27.975 -0.78137 -0.268125
27.9767 -0.780632 -0.269453
27.9783 -0.779891 -0.270778
27.98 -0.779146 -0.272103
27.9817 -0.778397 -0.273426
27.9833 -0.777644 -0.274748
27.985 -0.776887 -0.276068
27.9867 -0.776127 -0.277387
27.9883 -0.775363 -0.278705
27.99 -0.774596 -0.280021
27.9917 -0.773824 -0.281336
27.9933 -0.773049 -0.282649
27.995 -0.772271 -0.283961
27.9967 -0.771488 -0.285272
27.9983 -0.770702 -0.286581
28 -0.769912 -0.287888
28.0017 -0.769118 -0.289195
28.0033 -0.768321 -0.290499
28.005 -0.76752 -0.291803
28.0067 -0.766715 -0.293104
28.0083 -0.765906 -0.294405
28.01 -0.765094 -0.295704
28.0117 -0.764278 -0.297001
28.0133 -0.763458 -0.298297
28.015 -0.762635 -0.299591
28.0167 -0.761808 -0.300884
28.0183 -0.760977 -0.302175
28.02 -0.760142 -0.303465
28.0217 -0.759304 -0.304753
28.0233 -0.758462 -0.30604
28.025 -0.757616 -0.307325
28.0267 -0.756767 -0.308609
28.0283 -0.755913 -0.309891
28.03 -0.755057 -0.311171
28.0317 -0.754196 -0.31245
28.0333 -0.753331 -0.313727
28.035 -0.752463 -0.315003
28.0367 -0.751592 -0.316277
28.0383 -0.750716 -0.317549
28.04 -0.749837 -0.31882
28.0417 -0.748954 -0.320089
28.0433 -0.748067 -0.321356
28.045 -0.747177 -0.322622
28.0467 -0.746283 -0.323886
28.0483 -0.745385 -0.325149
28.05 -0.744483 -0.32641
28.0517 -0.743578 -0.327669
28.0533 -0.742669 -0.328926
28.055 -0.741756 -0.330182
28.0567 -0.74084 -0.331436
28.0583 -0.739919 -0.332688
28.06 -0.738996 -0.333939
28.0617 -0.738068 -0.335188
28.0633 -0.737137 -0.336435
28.065 -0.736202 -0.33768
28.0667 -0.735263 -0.338924
28.0683 -0.73432 -0.340165
28.07 -0.733374 -0.341405
28.0717 -0.732424 -0.342644
28.0733 -0.731471 -0.34388
28.075 -0.730513 -0.345115
28.0767 -0.729552 -0.346348
28.0783 -0.728588 -0.347579
28.08 -0.727619 -0.348808
28.0817 -0.726647 -0.350035
28.0833 -0.725671 -0.351261
28.085 -0.724691 -0.352484
28.0867 -0.723708 -0.353706
28.0883 -0.722721 -0.354926
28.09 -0.72173 -0.356144
28.0917 -0.720736 -0.35736
28.0933 -0.719738 -0.358575
28.095 -0.718736 -0.359787
28.0967 -0.71773 -0.360998
28.0983 -0.716721 -0.362206
28.1 -0.715708 -0.363413
28.1017 -0.714691 -0.364617
28.1033 -0.713671 -0.36582
28.105 -0.712647 -0.367021
28.1067 -0.711619 -0.36822
28.1083 -0.710587 -0.369417
28.11 -0.709552 -0.370611
28.1117 -0.708513 -0.371804
28.1133 -0.70747 -0.372995
28.115 -0.706424 -0.374184
28.1167 -0.705374 -0.375371
28.1183 -0.70432 -0.376556
28.12 -0.703263 -0.377739
28.1217 -0.702201 -0.378919
28.1233 -0.701136 -0.380098
28.125 -0.700068 -0.381275
28.1267 -0.698995 -0.382449
28.1283 -0.697919 -0.383622
28.13 -0.69684 -0.384792
28.1317 -0.695756 -0.38596
28.1333 -0.694669 -0.387127
28.135 -0.693578 -0.388291
28.1367 -0.692484 -0.389453
28.1383 -0.691385 -0.390612
28.14 -0.690284 -0.39177
28.1417 -0.689178 -0.392926
28.1433 -0.688069 -0.394079
28.145 -0.686956 -0.39523
28.1467 -0.685839 -0.396379
28.1483 -0.684718 -0.397526
28.15 -0.683594 -0.398671
28.1517 -0.682466 -0.399813
28.1533 -0.681335 -0.400953
28.155 -0.6802 -0.402091
28.1567 -0.679061 -0.403227
28.1583 -0.677918 -0.404361
28.16 -0.676772 -0.405492
28.1617 -0.675622 -0.406621
28.1633 -0.674468 -0.407748
28.165 -0.673311 -0.408872
28.1667 -0.67215 -0.409994
28.1683 -0.670985 -0.411114
28.17 -0.669817 -0.412231
28.1717 -0.668644 -0.413347
28.1733 -0.667469 -0.41446
28.175 -0.666289 -0.41557
28.1767 -0.665106 -0.416678
28.1783 -0.663919 -0.417784
28.18 -0.662729 -0.418888
28.1817 -0.661534 -0.419989
28.1833 -0.660336 -0.421087
28.185 -0.659135 -0.422184
28.1867 -0.65793 -0.423277
28.1883 -0.656721 -0.424369
28.19 -0.655508 -0.425458
28.1917 -0.654292 -0.426545
28.1933 -0.653072 -0.427629
28.195 -0.651848 -0.42871
28.1967 -0.650621 -0.42979
28.1983 -0.64939 -0.430866
28.2 -0.648155 -0.431941
28.2017 -0.646916 -0.433013
28.2033 -0.645674 -0.434082
28.205 -0.644429 -0.435149
28.2067 -0.643179 -0.436213
28.2083 -0.641926 -0.437274
28.21 -0.64067 -0.438334
28.2117 -0.639409 -0.43939
28.2133 -0.638145 -0.440444
28.215 -0.636877 -0.441496
28.2167 -0.635606 -0.442544
28.2183 -0.634331 -0.443591
28.22 -0.633052 -0.444634
28.2217 -0.63177 -0.445675
28.2233 -0.630484 -0.446714
28.225 -0.629194 -0.44775
28.2267 -0.627901 -0.448783
28.2283 -0.626604 -0.449813
28.23 -0.625303 -0.450841
28.2317 -0.623999 -0.451866
28.2333 -0.622691 -0.452888
28.235 -0.621379 -0.453908
28.2367 -0.620064 -0.454925
28.2383 -0.618745 -0.455939
28.24 -0.617422 -0.456951
28.2417 -0.616096 -0.457959
28.2433 -0.614766 -0.458966
28.245 -0.613433 -0.459969
28.2467 -0.612095 -0.460969
28.2483 -0.610755 -0.461967
28.25 -0.60941 -0.462962
28.2517 -0.608062 -0.463954
28.2533 -0.60671 -0.464943
28.255 -0.605355 -0.465929
28.2567 -0.603996 -0.466913
28.2583 -0.602633 -0.467894
28.26 -0.601267 -0.468872
28.2617 -0.599897 -0.469847
28.2633 -0.598524 -0.470819
28.265 -0.597146 -0.471788
28.2667 -0.595766 -0.472754
28.2683 -0.594381 -0.473717
28.27 -0.592993 -0.474678
28.2717 -0.591601 -0.475635
28.2733 -0.590206 -0.47659
28.275 -0.588807 -0.477541
28.2767 -0.587405 -0.47849
28.2783 -0.585999 -0.479436
28.28 -0.584589 -0.480378
28.2817 -0.583175 -0.481318
28.2833 -0.581758 -0.482254
28.285 -0.580338 -0.483188
28.2867 -0.578914 -0.484118
28.2883 -0.577486 -0.485046
28.29 -0.576054 -0.48597
28.2917 -0.574619 -0.486891
28.2933 -0.573181 -0.48781
28.295 -0.571739 -0.488725
28.2967 -0.570293 -0.489637
28.2983 -0.568843 -0.490545
28.3 -0.56739 -0.491451
28.3017 -0.565934 -0.492354
28.3033 -0.564473 -0.493253
28.305 -0.56301 -0.494149
28.3067 -0.561542 -0.495042
28.3083 -0.560071 -0.495932
28.31 -0.558597 -0.496819
28.3117 -0.557119 -0.497702
28.3133 -0.555637 -0.498582
28.315 -0.554152 -0.499459
28.3167 -0.552663 -0.500333
28.3183 -0.55117 -0.501203
28.32 -0.549674 -0.50207
28.3217 -0.548175 -0.502934
28.3233 -0.546672 -0.503794
28.325 -0.545165 -0.504651
28.3267 -0.543655 -0.505505
28.3283 -0.542141 -0.506355
28.33 -0.540624 -0.507203
28.3317 -0.539103 -0.508046
28.3333 -0.537578 -0.508887
28.335 -0.53605 -0.509724
28.3367 -0.534519 -0.510557
28.3383 -0.532983 -0.511387
28.34 -0.531445 -0.512214
28.3417 -0.529902 -0.513037
28.3433 -0.528357 -0.513857
28.345 -0.526807 -0.514673
28.3467 -0.525255 -0.515486
28.3483 -0.523698 -0.516295
28.35 -0.522138 -0.517101
28.3517 -0.520575 -0.517903
28.3533 -0.519008 -0.518702
28.355 -0.517438 -0.519497
28.3567 -0.515864 -0.520289
28.3583 -0.514286 -0.521077
28.36 -0.512705 -0.521861
28.3617 -0.511121 -0.522642
28.3633 -0.509533 -0.523419
28.365 -0.507941 -0.524193
28.3667 -0.506346 -0.524963
28.3683 -0.504748 -0.525729
28.37 -0.503146 -0.526492
28.3717 -0.50154 -0.527251
28.3733 -0.499931 -0.528006
28.375 -0.498319 -0.528757
28.3767 -0.496703 -0.529505
28.3783 -0.495083 -0.530249
28.38 -0.493461 -0.53099
28.3817 -0.491834 -0.531726
28.3833 -0.490204 -0.532459
28.385 -0.488571 -0.533188
28.3867 -0.486934 -0.533913
28.3883 -0.485294 -0.534634
28.39 -0.48365 -0.535352
28.3917 -0.482003 -0.536065
28.3933 -0.480353 -0.536775
28.395 -0.478699 -0.537481
28.3967 -0.477041 -0.538183
28.3983 -0.47538 -0.538881
28.4 -0.473716 -0.539575
28.4017 -0.472048 -0.540266
28.4033 -0.470377 -0.540952
28.405 -0.468702 -0.541634
28.4067 -0.467024 -0.542313
28.4083 -0.465343 -0.542987
28.41 -0.463658 -0.543657
28.4117 -0.461969 -0.544324
28.4133 -0.460278 -0.544986
28.415 -0.458583 -0.545644
28.4167 -0.456884 -0.546298
28.4183 -0.455182 -0.546948
28.42 -0.453477 -0.547594
28.4217 -0.451768 -0.548236
28.4233 -0.450056 -0.548874
28.425 -0.448341 -0.549508
28.4267 -0.446622 -0.550137
28.4283 -0.4449 -0.550763
28.43 -0.443174 -0.551384
28.4317 -0.441445 -0.552001
28.4333 -0.439713 -0.552613
28.435 -0.437977 -0.553222
28.4367 -0.436238 -0.553826
28.4383 -0.434496 -0.554426
28.44 -0.43275 -0.555022
28.4417 -0.431001 -0.555613
28.4433 -0.429249 -0.5562
28.445 -0.427494 -0.556783
28.4467 -0.425735 -0.557361
28.4483 -0.423972 -0.557935
28.45 -0.422207 -0.558505
28.4517 -0.420438 -0.55907
28.4533 -0.418666 -0.559631
28.455 -0.41689 -0.560188
28.4567 -0.415111 -0.56074
28.4583 -0.413329 -0.561288
28.46 -0.411544 -0.561831
28.4617 -0.409756 -0.562369
28.4633 -0.407964 -0.562904
28.465 -0.406169 -0.563433
28.4667 -0.40437 -0.563958
28.4683 -0.402569 -0.564479
28.47 -0.400764 -0.564995
28.4717 -0.398956 -0.565507
28.4733 -0.397144 -0.566013
28.475 -0.39533 -0.566516
28.4767 -0.393512 -0.567013
28.4783 -0.391691 -0.567506
28.48 -0.389866 -0.567995
28.4817 -0.388039 -0.568478
28.4833 -0.386208 -0.568957
28.485 -0.384375 -0.569431
28.4867 -0.382538 -0.569901
28.4883 -0.380697 -0.570366
28.49 -0.378854 -0.570826
28.4917 -0.377007 -0.571281
28.4933 -0.375158 -0.571731
28.495 -0.373305 -0.572177
28.4967 -0.371449 -0.572618
28.4983 -0.369589 -0.573054
28.5 -0.367727 -0.573485
28.5017 -0.365862 -0.573911
28.5033 -0.363993 -0.574332
28.505 -0.362121 -0.574748
28.5067 -0.360247 -0.57516
28.5083 -0.358369 -0.575566
28.51 -0.356488 -0.575968
28.5117 -0.354604 -0.576364
28.5133 -0.352716 -0.576756
28.515 -0.350826 -0.577142
28.5167 -0.348933 -0.577524
28.5183 -0.347037 -0.5779
28.52 -0.345137 -0.578272
28.5217 -0.343235 -0.578638
28.5233 -0.341329 -0.578999
28.525 -0.339421 -0.579355
28.5267 -0.337509 -0.579706
28.5283 -0.335594 -0.580052
28.53 -0.333677 -0.580392
28.5317 -0.331756 -0.580727
28.5333 -0.329833 -0.581057
28.535 -0.327906 -0.581382
28.5367 -0.325976 -0.581702
28.5383 -0.324044 -0.582016
28.54 -0.322108 -0.582325
28.5417 -0.32017 -0.582629
28.5433 -0.318229 -0.582927
28.545 -0.316284 -0.58322
28.5467 -0.314337 -0.583508
28.5483 -0.312387 -0.58379
28.55 -0.310434 -0.584067
28.5517 -0.308478 -0.584338
28.5533 -0.306519 -0.584604
28.555 -0.304557 -0.584865
28.5567 -0.302593 -0.58512
28.5583 -0.300625 -0.585369
28.56 -0.298655 -0.585613
28.5617 -0.296682 -0.585852
28.5633 -0.294706 -0.586084
28.565 -0.292727 -0.586312
28.5667 -0.290746 -0.586533
28.5683 -0.288761 -0.586749
28.57 -0.286774 -0.58696
28.5717 -0.284784 -0.587165
28.5733 -0.282791 -0.587364
28.575 -0.280796 -0.587557
28.5767 -0.278797 -0.587745
28.5783 -0.276796 -0.587927
28.58 -0.274792 -0.588103
28.5817 -0.272786 -0.588273
28.5833 -0.270777 -0.588438
28.585 -0.268765 -0.588597
28.5867 -0.26675 -0.58875
28.5883 -0.264733 -0.588897
28.59 -0.262713 -0.589038
28.5917 -0.26069 -0.589173
28.5933 -0.258665 -0.589302
28.595 -0.256637 -0.589426
28.5967 -0.254607 -0.589543
28.5983 -0.252574 -0.589655
28.6 -0.250538 -0.58976
28.6017 -0.2485 -0.58986
28.6033 -0.246459 -0.589953
28.605 -0.244415 -0.59004
28.6067 -0.242369 -0.590122
28.6083 -0.240321 -0.590197
28.61 -0.23827 -0.590266
28.6117 -0.236216 -0.590328
28.6133 -0.23416 -0.590385
28.615 -0.232102 -0.590436
28.6167 -0.230041 -0.59048
28.6183 -0.227977 -0.590518
28.62 -0.225911 -0.59055
28.6217 -0.223843 -0.590575
28.6233 -0.221772 -0.590594
28.625 -0.219699 -0.590607
28.6267 -0.217623 -0.590614
28.6283 -0.215545 -0.590614
28.63 -0.213465 -0.590607
28.6317 -0.211382 -0.590595
28.6333 -0.209297 -0.590576
28.635 -0.20721 -0.59055
28.6367 -0.20512 -0.590518
28.6383 -0.203028 -0.590479
28.64 -0.200934 -0.590434
28.6417 -0.198838 -0.590383
28.6433 -0.196739 -0.590325
28.645 -0.194638 -0.59026
28.6467 -0.192535 -0.590189
28.6483 -0.190429 -0.590111
28.65 -0.188322 -0.590026
28.6517 -0.186212 -0.589935
28.6533 -0.1841 -0.589837
28.655 -0.181986 -0.589732
28.6567 -0.17987 -0.58962
28.6583 -0.177751 -0.589502
28.66 -0.175631 -0.589377
28.6617 -0.173508 -0.589245
28.6633 -0.171384 -0.589106
28.665 -0.169257 -0.588961
28.6667 -0.167129 -0.588808
28.6683 -0.164998 -0.588649
28.67 -0.162866 -0.588483
28.6717 -0.160731 -0.588309
28.6733 -0.158595 -0.588129
28.675 -0.156456 -0.587942
28.6767 -0.154316 -0.587748
28.6783 -0.152173 -0.587546
28.68 -0.150029 -0.587338
28.6817 -0.147883 -0.587123
28.6833 -0.145735 -0.5869
28.685 -0.143586 -0.58667
28.6867 -0.141434 -0.586433
28.6883 -0.139281 -0.586189
28.69 -0.137126 -0.585938
28.6917 -0.134969 -0.58568
28.6933 -0.132811 -0.585414
28.695 -0.13065 -0.585141
28.6967 -0.128488 -0.584861
28.6983 -0.126325 -0.584573
28.7 -0.12416 -0.584278
28.7017 -0.121993 -0.583975
28.7033 -0.119824 -0.583666
28.705 -0.117654 -0.583348
28.7067 -0.115483 -0.583024
28.7083 -0.113309 -0.582691
28.71 -0.111135 -0.582352
28.7117 -0.108959 -0.582005
28.7133 -0.106781 -0.58165
28.715 -0.104602 -0.581288
28.7167 -0.102421 -0.580918
28.7183 -0.100239 -0.58054
28.72 -0.0980561 -0.580155
28.7217 -0.0958714 -0.579762
28.7233 -0.0936854 -0.579362
28.725 -0.0914981 -0.578953
28.7267 -0.0893095 -0.578537
28.7283 -0.0871196 -0.578114
28.73 -0.0849284 -0.577682
28.7317 -0.0827361 -0.577243
28.7333 -0.0805425 -0.576796
28.735 -0.0783478 -0.57634
28.7367 -0.076152 -0.575878
28.7383 -0.073955 -0.575407
28.74 -0.0717569 -0.574928
28.7417 -0.0695578 -0.574441
28.7433 -0.0673576 -0.573946
28.745 -0.0651564 -0.573444
28.7467 -0.0629542 -0.572933
28.7483 -0.060751 -0.572414
28.75 -0.058547 -0.571887
28.7517 -0.056342 -0.571352
28.7533 -0.0541361 -0.570809
28.755 -0.0519294 -0.570257
28.7567 -0.0497218 -0.569698
28.7583 -0.0475135 -0.56913
28.76 -0.0453043 -0.568554
28.7617 -0.0430945 -0.567969
28.7633 -0.0408839 -0.567377
28.765 -0.0386727 -0.566776
28.7667 -0.0364608 -0.566167
28.7683 -0.0342482 -0.565549
28.77 -0.0320351 -0.564923
28.7717 -0.0298214 -0.564289
28.7733 -0.0276072 -0.563646
28.775 -0.0253925 -0.562995
28.7767 -0.0231773 -0.562335
28.7783 -0.0209616 -0.561667
28.78 -0.0187456 -0.56099
28.7817 -0.0165292 -0.560304
28.7833 -0.0143124 -0.55961
28.785 -0.0120953 -0.558908
28.7867 -0.00987795 -0.558197
28.7883 -0.00766034 -0.557477
28.79 -0.00544251 -0.556748
28.7917 -0.0032245 -0.556011
28.7933 -0.00100635 -0.555265
28.795 0.00121192 -0.55451
28.7967 0.00343027 -0.553746
28.7983 0.00564866 -0.552974
28.8 0.00786707 -0.552193
28.8017 0.0100854 -0.551403
28.8033 0.0123038 -0.550604
28.805 0.014522 -0.549796
28.8067 0.0167401 -0.548979
28.8083 0.018958 -0.548153
28.81 0.0211757 -0.547319
28.8117 0.0233932 -0.546475
28.8133 0.0256104 -0.545622
28.815 0.0278273 -0.54476
28.8167 0.0300438 -0.543889
28.8183 0.0322599 -0.543009
28.82 0.0344757 -0.54212
28.8217 0.0366909 -0.541222
28.8233 0.0389056 -0.540314
28.825 0.0411198 -0.539398
28.8267 0.0433334 -0.538472
28.8283 0.0455464 -0.537537
28.83 0.0477587 -0.536592
28.8317 0.0499702 -0.535639
28.8333 0.0521811 -0.534676
28.835 0.0543911 -0.533703
28.8367 0.0566003 -0.532722
28.8383 0.0588087 -0.531731
28.84 0.0610161 -0.53073
28.8417 0.0632226 -0.52972
28.8433 0.065428 -0.528701
28.845 0.0676324 -0.527672
28.8467 0.0698358 -0.526634
28.8483 0.072038 -0.525586
28.85 0.074239 -0.524528
28.8517 0.0764388 -0.523461
28.8533 0.0786373 -0.522385
28.855 0.0808345 -0.521299
28.8567 0.0830303 -0.520203
28.8583 0.0852248 -0.519097
28.86 0.0874178 -0.517982
28.8617 0.0896093 -0.516857
28.8633 0.0917992 -0.515723
28.865 0.0939876 -0.514578
28.8667 0.0961743 -0.513424
28.8683 0.0983593 -0.51226
28.87 0.100543 -0.511087
28.8717 0.102724 -0.509903
28.8733 0.104904 -0.50871
28.875 0.107082 -0.507507
28.8767 0.109257 -0.506294
28.8783 0.111431 -0.505071
28.88 0.113603 -0.503838
28.8817 0.115773 -0.502595
28.8833 0.11794 -0.501342
28.885 0.120106 -0.500079
28.8867 0.122269 -0.498806
28.8883 0.12443 -0.497523
28.89 0.126588 -0.496231
28.8917 0.128744 -0.494928
28.8933 0.130898 -0.493615
28.895 0.133049 -0.492292
28.8967 0.135198 -0.490958
28.8983 0.137343 -0.489615
28.9 0.139487 -0.488262
28.9017 0.141627 -0.486898
28.9033 0.143765 -0.485524
28.905 0.1459 -0.48414
28.9067 0.148032 -0.482746
28.9083 0.150161 -0.481341
28.91 0.152287 -0.479927
28.9117 0.15441 -0.478502
28.9133 0.156529 -0.477066
28.915 0.158646 -0.475621
28.9167 0.160759 -0.474165
28.9183 0.162869 -0.472699
28.92 0.164976 -0.471222
28.9217 0.167079 -0.469736
28.9233 0.169179 -0.468238
28.925 0.171275 -0.466731
28.9267 0.173368 -0.465213
28.9283 0.175457 -0.463685
28.93 0.177542 -0.462146
28.9317 0.179623 -0.460597
28.9333 0.1817 -0.459037
28.935 0.183774 -0.457467
28.9367 0.185843 -0.455886
28.9383 0.187909 -0.454295
28.94 0.18997 -0.452694
28.9417 0.192027 -0.451082
28.9433 0.19408 -0.44946
28.945 0.196129 -0.447827
28.9467 0.198173 -0.446183
28.9483 0.200213 -0.44453
28.95 0.202248 -0.442865
28.9517 0.204278 -0.44119
28.9533 0.206304 -0.439505
28.955 0.208326 -0.437809
28.9567 0.210342 -0.436102
28.9583 0.212354 -0.434385
28.96 0.21436 -0.432657
28.9617 0.216362 -0.430919
28.9633 0.218358 -0.42917
28.965 0.22035 -0.42741
28.9667 0.222336 -0.42564
28.9683 0.224317 -0.42386
28.97 0.226293 -0.422069
28.9717 0.228263 -0.420267
28.9733 0.230227 -0.418455
28.975 0.232186 -0.416632
28.9767 0.23414 -0.414798
28.9783 0.236088 -0.412954
28.98 0.238029 -0.4111
28.9817 0.239965 -0.409234
28.9833 0.241896 -0.407359
28.985 0.24382 -0.405472
28.9867 0.245738 -0.403575
28.9883 0.247649 -0.401668
28.99 0.249555 -0.39975
28.9917 0.251454 -0.397821
28.9933 0.253347 -0.395882
28.995 0.255234 -0.393932
28.9967 0.257113 -0.391972
28.9983 0.258987 -0.390001
29 0.260853 -0.38802
29.0017 0.262713 -0.386028
29.0033 0.264566 -0.384026
29.005 0.266412 -0.382013
29.0067 0.268251 -0.37999
29.0083 0.270083 -0.377956
29.01 0.271907 -0.375912
29.0117 0.273725 -0.373857
29.0133 0.275535 -0.371792
29.015 0.277338 -0.369716
29.0167 0.279133 -0.36763
29.0183 0.28092 -0.365534
29.02 0.2827 -0.363427
29.0217 0.284473 -0.36131
29.0233 0.286237 -0.359183
29.025 0.287994 -0.357045
29.0267 0.289742 -0.354897
29.0283 0.291483 -0.352739
29.03 0.293215 -0.35057
29.0317 0.294939 -0.348391
29.0333 0.296655 -0.346202
29.035 0.298362 -0.344003
29.0367 0.300061 -0.341794
29.0383 0.301752 -0.339574
29.04 0.303434 -0.337344
29.0417 0.305107 -0.335105
29.0433 0.306771 -0.332855
29.045 0.308426 -0.330595
29.0467 0.310073 -0.328325
29.0483 0.31171 -0.326045
29.05 0.313338 -0.323755
29.0517 0.314957 -0.321456
29.0533 0.316567 -0.319146
29.055 0.318167 -0.316826
29.0567 0.319758 -0.314497
29.0583 0.32134 -0.312158
29.06 0.322911 -0.309809
29.0617 0.324473 -0.30745
29.0633 0.326025 -0.305082
29.065 0.327568 -0.302704
29.0667 0.3291 -0.300317
29.0683 0.330622 -0.297919
29.07 0.332134 -0.295513
29.0717 0.333636 -0.293097
29.0733 0.335128 -0.290671
29.075 0.336609 -0.288236
29.0767 0.33808 -0.285792
29.0783 0.33954 -0.283338
29.08 0.340989 -0.280875
29.0817 0.342428 -0.278403
29.0833 0.343856 -0.275922
29.085 0.345273 -0.273431
29.0867 0.346679 -0.270932
29.0883 0.348074 -0.268423
29.09 0.349458 -0.265906
29.0917 0.350831 -0.263379
29.0933 0.352192 -0.260844
29.095 0.353543 -0.2583
29.0967 0.354881 -0.255747
29.0983 0.356208 -0.253185
29.1 0.357524 -0.250615
29.1017 0.358827 -0.248036
29.1033 0.360119 -0.245449
29.105 0.361399 -0.242853
29.1067 0.362667 -0.240249
29.1083 0.363924 -0.237637
29.11 0.365168 -0.235016
29.1117 0.366399 -0.232387
29.1133 0.367619 -0.22975
29.115 0.368826 -0.227104
29.1167 0.370021 -0.224451
29.1183 0.371203 -0.22179
29.12 0.372373 -0.219121
29.1217 0.37353 -0.216444
29.1233 0.374674 -0.213759
29.125 0.375806 -0.211067
29.1267 0.376925 -0.208367
29.1283 0.37803 -0.205659
29.13 0.379123 -0.202944
29.1317 0.380203 -0.200222
29.1333 0.381269 -0.197492
29.135 0.382322 -0.194756
29.1367 0.383362 -0.192012
29.1383 0.384389 -0.189261
29.14 0.385402 -0.186502
29.1417 0.386402 -0.183738
29.1433 0.387388 -0.180966
29.145 0.38836 -0.178187
29.1467 0.389319 -0.175402
29.1483 0.390263 -0.17261
29.15 0.391194 -0.169812
29.1517 0.392111 -0.167007
29.1533 0.393014 -0.164196
29.155 0.393903 -0.161379
29.1567 0.394778 -0.158556
29.1583 0.395639 -0.155727
29.16 0.396486 -0.152891
29.1617 0.397318 -0.15005
29.1633 0.398135 -0.147203
29.165 0.398939 -0.14435
29.1667 0.399728 -0.141492
29.1683 0.400502 -0.138628
29.17 0.401262 -0.135759
29.1717 0.402007 -0.132885
29.1733 0.402738 -0.130005
29.175 0.403453 -0.12712
