# Value of energy0.111376
# number of periods40
# number of steps40
1.43833 -0.811828 -0.283751
1.44 -0.81145 -0.285007
1.44167 -0.811067 -0.286262
1.44333 -0.810682 -0.287516
1.445 -0.810292 -0.288769
1.44667 -0.809899 -0.29002
1.44833 -0.809503 -0.29127
1.45 -0.809103 -0.292519
1.45167 -0.808699 -0.293767
1.45333 -0.808292 -0.295014
1.455 -0.807881 -0.296259
1.45667 -0.807467 -0.297503
1.45833 -0.807049 -0.298745
1.46 -0.806628 -0.299987
1.46167 -0.806203 -0.301227
1.46333 -0.805775 -0.302466
1.465 -0.805343 -0.303703
1.46667 -0.804907 -0.304939
1.46833 -0.804468 -0.306174
1.47 -0.804026 -0.307408
1.47167 -0.80358 -0.30864
1.47333 -0.80313 -0.309871
1.475 -0.802677 -0.311101
1.47667 -0.802221 -0.312329
1.47833 -0.80176 -0.313556
1.48 -0.801297 -0.314782
1.48167 -0.80083 -0.316006
1.48333 -0.800359 -0.317229
1.485 -0.799885 -0.318451
1.48667 -0.799407 -0.319671
1.48833 -0.798926 -0.32089
1.49 -0.798442 -0.322108
1.49167 -0.797953 -0.323324
1.49333 -0.797462 -0.324539
1.495 -0.796967 -0.325752
1.49667 -0.796468 -0.326964
1.49833 -0.795966 -0.328175
1.5 -0.79546 -0.329384
1.50167 -0.794951 -0.330592
1.50333 -0.794439 -0.331798
1.505 -0.793923 -0.333003
1.50667 -0.793403 -0.334207
1.50833 -0.79288 -0.335409
1.51 -0.792354 -0.33661
1.51167 -0.791824 -0.337809
1.51333 -0.79129 -0.339007
1.515 -0.790754 -0.340203
1.51667 -0.790213 -0.341398
1.51833 -0.789669 -0.342591
1.52 -0.789122 -0.343783
1.52167 -0.788571 -0.344974
1.52333 -0.788017 -0.346163
1.525 -0.78746 -0.34735
1.52667 -0.786899 -0.348536
1.52833 -0.786334 -0.349721
1.53 -0.785766 -0.350904
1.53167 -0.785195 -0.352086
1.53333 -0.78462 -0.353266
1.535 -0.784041 -0.354444
1.53667 -0.78346 -0.355621
1.53833 -0.782875 -0.356797
1.54 -0.782286 -0.357971
1.54167 -0.781694 -0.359143
1.54333 -0.781098 -0.360314
1.545 -0.780499 -0.361483
1.54667 -0.779897 -0.362651
1.54833 -0.779291 -0.363817
1.55 -0.778682 -0.364982
1.55167 -0.778069 -0.366145
1.55333 -0.777453 -0.367307
1.555 -0.776834 -0.368467
1.55667 -0.776211 -0.369625
1.55833 -0.775585 -0.370782
1.56 -0.774955 -0.371937
1.56167 -0.774322 -0.373091
1.56333 -0.773685 -0.374243
1.565 -0.773045 -0.375393
1.56667 -0.772402 -0.376542
1.56833 -0.771755 -0.377689
1.57 -0.771105 -0.378834
1.57167 -0.770451 -0.379978
1.57333 -0.769794 -0.38112
1.575 -0.769134 -0.382261
1.57667 -0.76847 -0.3834
1.57833 -0.767803 -0.384537
1.58 -0.767132 -0.385673
1.58167 -0.766459 -0.386807
1.58333 -0.765781 -0.387939
1.585 -0.765101 -0.38907
1.58667 -0.764416 -0.390198
1.58833 -0.763729 -0.391326
1.59 -0.763038 -0.392451
1.59167 -0.762344 -0.393575
1.59333 -0.761646 -0.394697
1.595 -0.760945 -0.395818
1.59667 -0.760241 -0.396936
1.59833 -0.759533 -0.398053
1.6 -0.758822 -0.399168
1.60167 -0.758108 -0.400282
1.60333 -0.75739 -0.401394
1.605 -0.756668 -0.402504
1.60667 -0.755944 -0.403612
1.60833 -0.755216 -0.404718
1.61 -0.754485 -0.405823
1.61167 -0.75375 -0.406926
1.61333 -0.753012 -0.408027
1.615 -0.752271 -0.409127
1.61667 -0.751526 -0.410224
1.61833 -0.750778 -0.41132
1.62 -0.750026 -0.412414
1.62167 -0.749272 -0.413507
1.62333 -0.748514 -0.414597
1.625 -0.747752 -0.415686
1.62667 -0.746987 -0.416773
1.62833 -0.746219 -0.417858
1.63 -0.745448 -0.418941
1.63167 -0.744673 -0.420022
1.63333 -0.743895 -0.421102
1.635 -0.743113 -0.422179
1.63667 -0.742329 -0.423255
1.63833 -0.741541 -0.424329
1.64 -0.740749 -0.425401
1.64167 -0.739954 -0.426471
1.64333 -0.739156 -0.427539
1.645 -0.738355 -0.428606
1.64667 -0.73755 -0.42967
1.64833 -0.736742 -0.430733
1.65 -0.735931 -0.431794
1.65167 -0.735116 -0.432853
1.65333 -0.734298 -0.433909
1.655 -0.733476 -0.434964
1.65667 -0.732652 -0.436018
1.65833 -0.731824 -0.437069
1.66 -0.730993 -0.438118
1.66167 -0.730158 -0.439165
1.66333 -0.72932 -0.440211
1.665 -0.728479 -0.441254
1.66667 -0.727635 -0.442295
1.66833 -0.726787 -0.443335
1.67 -0.725936 -0.444372
1.67167 -0.725081 -0.445408
1.67333 -0.724224 -0.446441
1.675 -0.723363 -0.447473
1.67667 -0.722498 -0.448502
1.67833 -0.721631 -0.44953
1.68 -0.72076 -0.450555
1.68167 -0.719886 -0.451579
1.68333 -0.719009 -0.4526
1.685 -0.718128 -0.45362
1.68667 -0.717244 -0.454637
1.68833 -0.716357 -0.455653
1.69 -0.715466 -0.456666
1.69167 -0.714572 -0.457677
1.69333 -0.713675 -0.458687
1.695 -0.712775 -0.459694
1.69667 -0.711871 -0.460699
1.69833 -0.710965 -0.461702
1.7 -0.710054 -0.462703
1.70167 -0.709141 -0.463702
1.70333 -0.708224 -0.464698
1.705 -0.707304 -0.465693
1.70667 -0.706381 -0.466686
1.70833 -0.705455 -0.467676
1.71 -0.704525 -0.468664
1.71167 -0.703592 -0.469651
1.71333 -0.702656 -0.470635
1.715 -0.701716 -0.471617
1.71667 -0.700773 -0.472596
1.71833 -0.699827 -0.473574
1.72 -0.698878 -0.47455
1.72167 -0.697926 -0.475523
1.72333 -0.69697 -0.476494
1.725 -0.696011 -0.477463
1.72667 -0.695049 -0.47843
1.72833 -0.694083 -0.479394
1.73 -0.693115 -0.480357
1.73167 -0.692143 -0.481317
1.73333 -0.691167 -0.482275
1.735 -0.690189 -0.483231
1.73667 -0.689207 -0.484184
1.73833 -0.688223 -0.485136
1.74 -0.687234 -0.486085
1.74167 -0.686243 -0.487032
1.74333 -0.685248 -0.487976
1.745 -0.684251 -0.488919
1.74667 -0.68325 -0.489859
1.74833 -0.682245 -0.490797
1.75 -0.681238 -0.491732
1.75167 -0.680227 -0.492666
1.75333 -0.679213 -0.493597
1.755 -0.678196 -0.494525
1.75667 -0.677176 -0.495452
1.75833 -0.676152 -0.496376
1.76 -0.675126 -0.497298
1.76167 -0.674096 -0.498217
1.76333 -0.673062 -0.499134
1.765 -0.672026 -0.500049
1.76667 -0.670986 -0.500962
1.76833 -0.669944 -0.501872
1.77 -0.668898 -0.50278
1.77167 -0.667848 -0.503685
1.77333 -0.666796 -0.504588
1.775 -0.66574 -0.505489
1.77667 -0.664682 -0.506387
1.77833 -0.66362 -0.507283
1.78 -0.662554 -0.508176
1.78167 -0.661486 -0.509067
1.78333 -0.660415 -0.509956
1.785 -0.65934 -0.510842
1.78667 -0.658262 -0.511726
1.78833 -0.657181 -0.512608
1.79 -0.656096 -0.513487
1.79167 -0.655009 -0.514363
1.79333 -0.653918 -0.515237
1.795 -0.652824 -0.516109
1.79667 -0.651727 -0.516978
1.79833 -0.650627 -0.517845
1.8 -0.649524 -0.518709
1.80167 -0.648417 -0.519571
1.80333 -0.647308 -0.52043
1.805 -0.646195 -0.521287
1.80667 -0.645079 -0.522141
1.80833 -0.643959 -0.522993
1.81 -0.642837 -0.523842
1.81167 -0.641712 -0.524689
1.81333 -0.640583 -0.525533
1.815 -0.639451 -0.526374
1.81667 -0.638316 -0.527214
1.81833 -0.637178 -0.52805
1.82 -0.636036 -0.528884
1.82167 -0.634892 -0.529715
1.82333 -0.633744 -0.530544
1.825 -0.632593 -0.53137
1.82667 -0.63144 -0.532194
1.82833 -0.630282 -0.533015
1.83 -0.629122 -0.533833
1.83167 -0.627959 -0.534649
1.83333 -0.626792 -0.535462
1.835 -0.625623 -0.536273
1.83667 -0.62445 -0.53708
1.83833 -0.623274 -0.537886
1.84 -0.622095 -0.538688
1.84167 -0.620913 -0.539488
1.84333 -0.619727 -0.540285
1.845 -0.618539 -0.54108
1.84667 -0.617347 -0.541872
1.84833 -0.616153 -0.542661
1.85 -0.614955 -0.543447
1.85167 -0.613754 -0.544231
1.85333 -0.61255 -0.545012
1.855 -0.611342 -0.54579
1.85667 -0.610132 -0.546566
1.85833 -0.608919 -0.547339
1.86 -0.607702 -0.548109
1.86167 -0.606482 -0.548876
1.86333 -0.60526 -0.549641
1.865 -0.604034 -0.550403
1.86667 -0.602805 -0.551162
1.86833 -0.601573 -0.551918
1.87 -0.600337 -0.552671
1.87167 -0.599099 -0.553422
1.87333 -0.597858 -0.55417
1.875 -0.596613 -0.554915
1.87667 -0.595365 -0.555657
1.87833 -0.594115 -0.556396
1.88 -0.592861 -0.557133
1.88167 -0.591604 -0.557866
1.88333 -0.590344 -0.558597
1.885 -0.589081 -0.559325
1.88667 -0.587815 -0.56005
1.88833 -0.586545 -0.560772
1.89 -0.585273 -0.561492
1.89167 -0.583997 -0.562208
1.89333 -0.582719 -0.562921
1.895 -0.581437 -0.563632
1.89667 -0.580153 -0.564339
1.89833 -0.578865 -0.565044
1.9 -0.577574 -0.565746
1.90167 -0.57628 -0.566445
1.90333 -0.574983 -0.56714
1.905 -0.573683 -0.567833
1.90667 -0.57238 -0.568523
1.90833 -0.571074 -0.56921
1.91 -0.569765 -0.569894
1.91167 -0.568452 -0.570575
1.91333 -0.567137 -0.571252
1.915 -0.565819 -0.571927
1.91667 -0.564497 -0.572599
1.91833 -0.563173 -0.573268
1.92 -0.561845 -0.573934
1.92167 -0.560514 -0.574596
1.92333 -0.559181 -0.575256
1.925 -0.557844 -0.575912
1.92667 -0.556504 -0.576566
1.92833 -0.555161 -0.577216
1.93 -0.553815 -0.577863
1.93167 -0.552467 -0.578508
1.93333 -0.551115 -0.579149
1.935 -0.54976 -0.579786
1.93667 -0.548402 -0.580421
1.93833 -0.547041 -0.581053
1.94 -0.545677 -0.581681
1.94167 -0.544309 -0.582306
1.94333 -0.542939 -0.582929
1.945 -0.541566 -0.583548
1.94667 -0.54019 -0.584163
1.94833 -0.538811 -0.584776
1.95 -0.537429 -0.585385
1.95167 -0.536043 -0.585991
1.95333 -0.534655 -0.586594
1.955 -0.533264 -0.587194
1.95667 -0.53187 -0.58779
1.95833 -0.530472 -0.588383
1.96 -0.529072 -0.588973
1.96167 -0.527669 -0.58956
1.96333 -0.526263 -0.590143
1.965 -0.524853 -0.590723
1.96667 -0.523441 -0.5913
1.96833 -0.522026 -0.591873
1.97 -0.520608 -0.592443
1.97167 -0.519186 -0.59301
1.97333 -0.517762 -0.593573
1.975 -0.516335 -0.594133
1.97667 -0.514905 -0.59469
1.97833 -0.513472 -0.595243
1.98 -0.512036 -0.595793
1.98167 -0.510596 -0.596339
1.98333 -0.509154 -0.596882
1.985 -0.507709 -0.597422
1.98667 -0.506261 -0.597958
1.98833 -0.50481 -0.598491
1.99 -0.503356 -0.599021
1.99167 -0.501899 -0.599546
1.99333 -0.500439 -0.600069
1.995 -0.498977 -0.600588
1.99667 -0.497511 -0.601103
1.99833 -0.496042 -0.601615
2 -0.49457 -0.602124
2.00167 -0.493096 -0.602629
2.00333 -0.491618 -0.60313
2.005 -0.490137 -0.603628
2.00667 -0.488654 -0.604122
2.00833 -0.487168 -0.604613
2.01 -0.485678 -0.6051
2.01167 -0.484186 -0.605584
2.01333 -0.482691 -0.606064
2.015 -0.481192 -0.606541
2.01667 -0.479691 -0.607013
2.01833 -0.478187 -0.607483
2.02 -0.47668 -0.607948
2.02167 -0.475171 -0.60841
2.02333 -0.473658 -0.608868
2.025 -0.472142 -0.609323
2.02667 -0.470624 -0.609774
2.02833 -0.469102 -0.610221
2.03 -0.467578 -0.610665
2.03167 -0.46605 -0.611104
2.03333 -0.46452 -0.611541
2.035 -0.462987 -0.611973
2.03667 -0.461451 -0.612401
2.03833 -0.459912 -0.612826
2.04 -0.45837 -0.613247
2.04167 -0.456826 -0.613665
2.04333 -0.455278 -0.614078
2.045 -0.453728 -0.614488
2.04667 -0.452175 -0.614894
2.04833 -0.450618 -0.615296
2.05 -0.449059 -0.615694
2.05167 -0.447497 -0.616089
2.05333 -0.445933 -0.616479
2.055 -0.444365 -0.616866
2.05667 -0.442794 -0.617249
2.05833 -0.441221 -0.617627
2.06 -0.439645 -0.618002
2.06167 -0.438066 -0.618373
2.06333 -0.436484 -0.618741
2.065 -0.434899 -0.619104
2.06667 -0.433312 -0.619463
2.06833 -0.431721 -0.619818
2.07 -0.430128 -0.620169
2.07167 -0.428532 -0.620517
2.07333 -0.426933 -0.62086
2.075 -0.425331 -0.621199
2.07667 -0.423727 -0.621534
2.07833 -0.422119 -0.621866
2.08 -0.420509 -0.622193
2.08167 -0.418896 -0.622516
2.08333 -0.41728 -0.622835
2.085 -0.415662 -0.62315
2.08667 -0.41404 -0.62346
2.08833 -0.412416 -0.623767
2.09 -0.410789 -0.62407
2.09167 -0.409159 -0.624368
2.09333 -0.407526 -0.624662
2.095 -0.405891 -0.624952
2.09667 -0.404253 -0.625238
2.09833 -0.402612 -0.62552
2.1 -0.400968 -0.625797
2.10167 -0.399322 -0.626071
2.10333 -0.397673 -0.62634
2.105 -0.396021 -0.626604
2.10667 -0.394366 -0.626865
2.10833 -0.392708 -0.627121
2.11 -0.391048 -0.627373
2.11167 -0.389385 -0.627621
2.11333 -0.387719 -0.627864
2.115 -0.386051 -0.628103
2.11667 -0.38438 -0.628338
2.11833 -0.382706 -0.628568
2.12 -0.381029 -0.628794
2.12167 -0.37935 -0.629015
2.12333 -0.377667 -0.629233
2.125 -0.375983 -0.629445
2.12667 -0.374295 -0.629654
2.12833 -0.372605 -0.629857
2.13 -0.370912 -0.630057
2.13167 -0.369216 -0.630252
2.13333 -0.367518 -0.630442
2.135 -0.365817 -0.630628
2.13667 -0.364113 -0.63081
2.13833 -0.362407 -0.630986
2.14 -0.360698 -0.631159
2.14167 -0.358986 -0.631327
2.14333 -0.357272 -0.63149
2.145 -0.355555 -0.631649
2.14667 -0.353835 -0.631803
2.14833 -0.352113 -0.631952
2.15 -0.350388 -0.632097
2.15167 -0.34866 -0.632237
2.15333 -0.34693 -0.632373
2.155 -0.345197 -0.632503
2.15667 -0.343461 -0.63263
2.15833 -0.341723 -0.632751
2.16 -0.339982 -0.632868
2.16167 -0.338239 -0.63298
2.16333 -0.336493 -0.633087
2.165 -0.334744 -0.633189
2.16667 -0.332993 -0.633287
2.16833 -0.331239 -0.63338
2.17 -0.329483 -0.633468
2.17167 -0.327724 -0.633551
2.17333 -0.325963 -0.63363
2.175 -0.324199 -0.633703
2.17667 -0.322432 -0.633772
2.17833 -0.320663 -0.633836
2.18 -0.318891 -0.633895
2.18167 -0.317117 -0.633949
2.18333 -0.31534 -0.633998
2.185 -0.31356 -0.634042
2.18667 -0.311779 -0.634081
2.18833 -0.309994 -0.634115
2.19 -0.308207 -0.634144
2.19167 -0.306418 -0.634168
2.19333 -0.304626 -0.634187
2.195 -0.302831 -0.634201
2.19667 -0.301034 -0.63421
2.19833 -0.299235 -0.634213
2.2 -0.297433 -0.634212
2.20167 -0.295629 -0.634206
2.20333 -0.293822 -0.634194
2.205 -0.292012 -0.634177
2.20667 -0.290201 -0.634155
2.20833 -0.288386 -0.634128
2.21 -0.28657 -0.634096
2.21167 -0.284751 -0.634058
2.21333 -0.282929 -0.634015
2.215 -0.281105 -0.633967
2.21667 -0.279279 -0.633914
2.21833 -0.27745 -0.633855
2.22 -0.275619 -0.633791
2.22167 -0.273785 -0.633722
2.22333 -0.271949 -0.633647
2.225 -0.270111 -0.633567
2.22667 -0.26827 -0.633482
2.22833 -0.266427 -0.633391
2.23 -0.264582 -0.633295
2.23167 -0.262734 -0.633193
2.23333 -0.260884 -0.633086
2.235 -0.259031 -0.632973
2.23667 -0.257177 -0.632855
2.23833 -0.25532 -0.632731
2.24 -0.25346 -0.632602
2.24167 -0.251598 -0.632467
2.24333 -0.249734 -0.632327
2.245 -0.247868 -0.632181
2.24667 -0.246 -0.632029
2.24833 -0.244129 -0.631872
2.25 -0.242256 -0.631709
2.25167 -0.24038 -0.63154
2.25333 -0.238503 -0.631366
2.255 -0.236623 -0.631186
2.25667 -0.234741 -0.631
2.25833 -0.232856 -0.630809
2.26 -0.23097 -0.630612
2.26167 -0.229081 -0.630409
2.26333 -0.22719 -0.6302
2.265 -0.225297 -0.629985
2.26667 -0.223402 -0.629765
2.26833 -0.221505 -0.629538
2.27 -0.219605 -0.629306
2.27167 -0.217703 -0.629068
2.27333 -0.2158 -0.628823
2.275 -0.213894 -0.628573
2.27667 -0.211986 -0.628317
2.27833 -0.210075 -0.628055
2.28 -0.208163 -0.627787
2.28167 -0.206249 -0.627513
2.28333 -0.204332 -0.627232
2.285 -0.202414 -0.626946
2.28667 -0.200493 -0.626653
2.28833 -0.198571 -0.626355
2.29 -0.196646 -0.62605
2.29167 -0.19472 -0.625739
2.29333 -0.192791 -0.625422
2.295 -0.19086 -0.625099
2.29667 -0.188928 -0.624769
2.29833 -0.186993 -0.624433
2.3 -0.185056 -0.624091
2.30167 -0.183118 -0.623743
2.30333 -0.181177 -0.623388
2.305 -0.179235 -0.623027
2.30667 -0.177291 -0.622659
2.30833 -0.175345 -0.622285
2.31 -0.173396 -0.621905
2.31167 -0.171446 -0.621518
2.31333 -0.169495 -0.621125
2.315 -0.167541 -0.620725
2.31667 -0.165585 -0.620319
2.31833 -0.163628 -0.619906
2.32 -0.161669 -0.619487
2.32167 -0.159708 -0.619061
2.32333 -0.157745 -0.618628
2.325 -0.15578 -0.618189
2.32667 -0.153814 -0.617743
2.32833 -0.151846 -0.61729
2.33 -0.149876 -0.616831
2.33167 -0.147904 -0.616365
2.33333 -0.145931 -0.615892
2.335 -0.143956 -0.615413
2.33667 -0.141979 -0.614926
2.33833 -0.140001 -0.614433
2.34 -0.138021 -0.613933
2.34167 -0.136039 -0.613426
2.34333 -0.134056 -0.612912
2.345 -0.132071 -0.612391
2.34667 -0.130085 -0.611864
2.34833 -0.128097 -0.611329
2.35 -0.126107 -0.610787
2.35167 -0.124116 -0.610238
2.35333 -0.122124 -0.609682
2.355 -0.120129 -0.609119
2.35667 -0.118134 -0.608549
2.35833 -0.116137 -0.607972
2.36 -0.114138 -0.607388
2.36167 -0.112138 -0.606796
2.36333 -0.110137 -0.606197
2.365 -0.108134 -0.605591
2.36667 -0.106129 -0.604978
2.36833 -0.104124 -0.604357
2.37 -0.102117 -0.603729
2.37167 -0.100108 -0.603094
2.37333 -0.0980988 -0.602451
2.375 -0.0960878 -0.601801
2.37667 -0.0940755 -0.601143
2.37833 -0.092062 -0.600478
2.38 -0.0900472 -0.599806
2.38167 -0.0880312 -0.599126
2.38333 -0.086014 -0.598438
2.385 -0.0839956 -0.597743
2.38667 -0.0819761 -0.59704
2.38833 -0.0799553 -0.596329
2.39 -0.0779335 -0.595611
2.39167 -0.0759106 -0.594885
2.39333 -0.0738865 -0.594152
2.395 -0.0718614 -0.59341
2.39667 -0.0698353 -0.592661
2.39833 -0.0678081 -0.591904
2.4 -0.06578 -0.591139
2.40167 -0.0637508 -0.590367
2.40333 -0.0617207 -0.589586
2.405 -0.0596897 -0.588797
2.40667 -0.0576577 -0.588001
2.40833 -0.0556249 -0.587196
2.41 -0.0535912 -0.586384
2.41167 -0.0515567 -0.585563
2.41333 -0.0495213 -0.584735
2.415 -0.0474852 -0.583898
2.41667 -0.0454483 -0.583053
2.41833 -0.0434106 -0.5822
2.42 -0.0413722 -0.581338
2.42167 -0.0393331 -0.580469
2.42333 -0.0372934 -0.579591
2.425 -0.035253 -0.578704
2.42667 -0.033212 -0.57781
2.42833 -0.0311704 -0.576907
2.43 -0.0291283 -0.575996
2.43167 -0.0270856 -0.575076
2.43333 -0.0250424 -0.574148
2.435 -0.0229987 -0.573211
2.43667 -0.0209546 -0.572266
2.43833 -0.01891 -0.571312
2.44 -0.0168651 -0.570349
2.44167 -0.0148198 -0.569378
2.44333 -0.0127741 -0.568398
2.445 -0.0107281 -0.56741
2.44667 -0.00868188 -0.566413
2.44833 -0.00663538 -0.565407
2.45 -0.00458867 -0.564392
2.45167 -0.00254177 -0.563368
2.45333 -0.000494709 -0.562336
2.455 0.00155247 -0.561294
2.45667 0.00359975 -0.560244
2.45833 0.00564708 -0.559185
2.46 0.00769444 -0.558117
2.46167 0.00974179 -0.557039
2.46333 0.0117891 -0.555953
2.465 0.0138363 -0.554857
2.46667 0.0158835 -0.553753
2.46833 0.0179305 -0.552639
2.47 0.0199773 -0.551516
2.47167 0.0220239 -0.550383
2.47333 0.0240702 -0.549242
2.475 0.0261163 -0.548091
2.47667 0.028162 -0.54693
2.47833 0.0302074 -0.545761
2.48 0.0322524 -0.544581
2.48167 0.0342969 -0.543393
2.48333 0.036341 -0.542195
2.485 0.0383846 -0.540987
2.48667 0.0404276 -0.53977
2.48833 0.04247 -0.538543
2.49 0.0445118 -0.537307
2.49167 0.0465529 -0.53606
2.49333 0.0485933 -0.534805
2.495 0.0506329 -0.533539
2.49667 0.0526717 -0.532263
2.49833 0.0547097 -0.530978
2.5 0.0567468 -0.529683
2.50167 0.058783 -0.528378
2.50333 0.0608182 -0.527063
2.505 0.0628524 -0.525738
2.50667 0.0648855 -0.524403
2.50833 0.0669175 -0.523058
2.51 0.0689484 -0.521703
2.51167 0.070978 -0.520337
2.51333 0.0730064 -0.518962
2.515 0.0750335 -0.517576
2.51667 0.0770593 -0.51618
2.51833 0.0790836 -0.514774
2.52 0.0811066 -0.513357
2.52167 0.083128 -0.51193
2.52333 0.0851478 -0.510493
2.525 0.0871661 -0.509045
2.52667 0.0891827 -0.507587
2.52833 0.0911976 -0.506118
2.53 0.0932108 -0.504639
2.53167 0.0952221 -0.503149
2.53333 0.0972316 -0.501649
2.535 0.0992391 -0.500137
2.53667 0.101245 -0.498615
2.53833 0.103248 -0.497083
2.54 0.10525 -0.495539
2.54167 0.107249 -0.493985
2.54333 0.109246 -0.49242
2.545 0.111241 -0.490844
2.54667 0.113233 -0.489257
2.54833 0.115223 -0.487659
2.55 0.117211 -0.48605
2.55167 0.119196 -0.48443
2.55333 0.121179 -0.482799
2.555 0.123159 -0.481156
2.55667 0.125136 -0.479503
2.55833 0.12711 -0.477838
2.56 0.129082 -0.476162
2.56167 0.131051 -0.474475
2.56333 0.133016 -0.472776
2.565 0.134979 -0.471066
2.56667 0.136939 -0.469345
2.56833 0.138895 -0.467612
2.57 0.140848 -0.465868
2.57167 0.142798 -0.464112
2.57333 0.144744 -0.462345
2.575 0.146687 -0.460566
2.57667 0.148627 -0.458775
2.57833 0.150563 -0.456973
2.58 0.152495 -0.455159
2.58167 0.154423 -0.453333
2.58333 0.156348 -0.451496
2.585 0.158268 -0.449647
2.58667 0.160185 -0.447785
2.58833 0.162097 -0.445912
2.59 0.164005 -0.444027
2.59167 0.16591 -0.44213
2.59333 0.167809 -0.440221
2.595 0.169705 -0.4383
2.59667 0.171595 -0.436367
2.59833 0.173482 -0.434422
2.6 0.175363 -0.432464
2.60167 0.17724 -0.430495
2.60333 0.179112 -0.428513
2.605 0.180979 -0.426519
2.60667 0.182841 -0.424513
2.60833 0.184698 -0.422494
2.61 0.186549 -0.420463
2.61167 0.188396 -0.41842
2.61333 0.190237 -0.416364
2.615 0.192072 -0.414295
2.61667 0.193902 -0.412215
2.61833 0.195726 -0.410121
2.62 0.197544 -0.408016
2.62167 0.199357 -0.405897
2.62333 0.201163 -0.403766
2.625 0.202963 -0.401623
2.62667 0.204758 -0.399466
2.62833 0.206545 -0.397297
2.63 0.208327 -0.395116
2.63167 0.210102 -0.392921
2.63333 0.21187 -0.390714
2.635 0.213631 -0.388494
2.63667 0.215386 -0.386261
2.63833 0.217133 -0.384015
2.64 0.218874 -0.381756
2.64167 0.220607 -0.379485
2.64333 0.222333 -0.3772
2.645 0.224052 -0.374903
2.64667 0.225763 -0.372592
2.64833 0.227466 -0.370269
2.65 0.229162 -0.367933
2.65167 0.230849 -0.365583
2.65333 0.232529 -0.363221
2.655 0.2342 -0.360845
2.65667 0.235864 -0.358456
2.65833 0.237518 -0.356055
2.66 0.239164 -0.35364
2.66167 0.240802 -0.351212
2.66333 0.242431 -0.34877
2.665 0.24405 -0.346316
2.66667 0.245661 -0.343849
2.66833 0.247263 -0.341368
2.67 0.248855 -0.338874
2.67167 0.250438 -0.336367
2.67333 0.252011 -0.333847
2.675 0.253574 -0.331313
2.67667 0.255127 -0.328766
2.67833 0.256671 -0.326206
2.68 0.258204 -0.323633
2.68167 0.259727 -0.321047
2.68333 0.261239 -0.318447
2.685 0.262741 -0.315834
2.68667 0.264232 -0.313208
2.68833 0.265712 -0.310569
2.69 0.267181 -0.307916
2.69167 0.268639 -0.305251
2.69333 0.270085 -0.302572
2.695 0.27152 -0.29988
2.69667 0.272943 -0.297175
2.69833 0.274354 -0.294456
2.7 0.275753 -0.291725
2.70167 0.27714 -0.28898
2.70333 0.278515 -0.286222
2.705 0.279877 -0.283451
2.70667 0.281227 -0.280668
2.70833 0.282564 -0.277871
2.71 0.283887 -0.275061
2.71167 0.285198 -0.272238
2.71333 0.286495 -0.269402
2.715 0.287779 -0.266553
2.71667 0.289049 -0.263692
2.71833 0.290305 -0.260817
2.72 0.291547 -0.25793
2.72167 0.292775 -0.25503
2.72333 0.293989 -0.252117
2.725 0.295188 -0.249192
2.72667 0.296372 -0.246254
2.72833 0.297542 -0.243304
2.73 0.298696 -0.24034
2.73167 0.299835 -0.237365
2.73333 0.300959 -0.234377
2.735 0.302067 -0.231377
2.73667 0.303159 -0.228364
2.73833 0.304235 -0.22534
2.74 0.305295 -0.222303
2.74167 0.306339 -0.219254
2.74333 0.307366 -0.216193
2.745 0.308376 -0.21312
2.74667 0.30937 -0.210035
2.74833 0.310346 -0.206939
2.75 0.311305 -0.203831
2.75167 0.312247 -0.200711
2.75333 0.313171 -0.19758
2.755 0.314077 -0.194437
2.75667 0.314965 -0.191284
2.75833 0.315835 -0.188119
2.76 0.316686 -0.184943
2.76167 0.317519 -0.181755
2.76333 0.318333 -0.178558
2.765 0.319127 -0.175349
2.76667 0.319903 -0.17213
2.76833 0.32066 -0.1689
2.77 0.321396 -0.16566
2.77167 0.322113 -0.162409
2.77333 0.32281 -0.159149
2.775 0.323487 -0.155878
2.77667 0.324144 -0.152598
2.77833 0.32478 -0.149307
2.78 0.325396 -0.146008
2.78167 0.32599 -0.142699
2.78333 0.326564 -0.13938
2.785 0.327116 -0.136053
2.78667 0.327647 -0.132716
2.78833 0.328156 -0.129371
2.79 0.328644 -0.126018
2.79167 0.329109 -0.122655
2.79333 0.329553 -0.119285
2.795 0.329974 -0.115906
